"Observation station","Year","Month","Day","Time [Local time]","Precipitation amount [mm]","Snow depth [cm]","Average temperature [°C]","Minimum temperature [°C]"
"Vantaa Helsinki-Vantaa airport","2021","5","18","03:00","7.8","-1","11.9","8.4"
"Vantaa Helsinki-Vantaa airport","2021","5","19","03:00","3.1","-1","12.9","11.7"
"Vantaa Helsinki-Vantaa airport","2021","5","20","03:00","17.5","-1","11.9","9.2"
"Vantaa Helsinki-Vantaa airport","2021","5","21","03:00","1.5","-1","10.1","9"
"Vantaa Helsinki-Vantaa airport","2021","5","22","03:00","-1","-1","11.4","6.8"
"Vantaa Helsinki-Vantaa airport","2021","5","23","03:00","-1","-1","11.4","6.4"
"Vantaa Helsinki-Vantaa airport","2021","5","24","03:00","-1","-1","12.1","6.2"
"Vantaa Helsinki-Vantaa airport","2021","5","25","03:00","0","-1","11.2","3.1"
"Vantaa Helsinki-Vantaa airport","2021","5","26","03:00","30.6","-1","9.4","7.9"
"Vantaa Helsinki-Vantaa airport","2021","5","27","03:00","0.2","-1","10.1","7.9"
"Vantaa Helsinki-Vantaa airport","2021","5","28","03:00","-1","-1","10.9","4.6"
"Vantaa Helsinki-Vantaa airport","2021","5","29","03:00","-1","-1","10.6","6"
"Vantaa Helsinki-Vantaa airport","2021","5","30","03:00","-1","-1","11.3","3.9"
"Vantaa Helsinki-Vantaa airport","2021","5","31","03:00","1.2","-1","12","3.9"
"Vantaa Helsinki-Vantaa airport","2021","6","1","03:00","-1","-1","13.3","8.1"
"Vantaa Helsinki-Vantaa airport","2021","6","2","03:00","-1","-1","16.1","4.9"
"Vantaa Helsinki-Vantaa airport","2021","6","3","03:00","-1","-1","16.6","10.7"
"Vantaa Helsinki-Vantaa airport","2021","6","4","03:00","-1","-1","17.3","7.9"
"Vantaa Helsinki-Vantaa airport","2021","6","5","03:00","-1","-1","18.3","7.9"
"Vantaa Helsinki-Vantaa airport","2021","6","6","03:00","3","-1","19.1","10.4"
"Vantaa Helsinki-Vantaa airport","2021","6","7","03:00","2.1","-1","18.9","11.2"
"Vantaa Helsinki-Vantaa airport","2021","6","8","03:00","0","-1","17.3","10.4"
"Vantaa Helsinki-Vantaa airport","2021","6","9","03:00","-1","-1","17.6","9.9"
"Vantaa Helsinki-Vantaa airport","2021","6","10","03:00","-1","-1","17.8","7.5"
"Vantaa Helsinki-Vantaa airport","2021","6","11","03:00","-1","-1","18.5","8.7"
"Vantaa Helsinki-Vantaa airport","2021","6","12","03:00","11.2","-1","17.5","10.4"
"Vantaa Helsinki-Vantaa airport","2021","6","13","03:00","1","-1","15.1","13.6"
"Vantaa Helsinki-Vantaa airport","2021","6","14","03:00","0.8","-1","15.8","6.6"
"Vantaa Helsinki-Vantaa airport","2021","6","15","03:00","-1","-1","16.2","13.9"
"Vantaa Helsinki-Vantaa airport","2021","6","16","03:00","-1","-1","16.5","7.1"
"Vantaa Helsinki-Vantaa airport","2021","6","17","03:00","-1","-1","17.1","9.5"
"Vantaa Helsinki-Vantaa airport","2021","6","18","03:00","-1","-1","20.3","8.5"
"Vantaa Helsinki-Vantaa airport","2021","6","19","03:00","-1","-1","23","17.1"
"Vantaa Helsinki-Vantaa airport","2021","6","20","03:00","-1","-1","24.2","14.9"
"Vantaa Helsinki-Vantaa airport","2021","6","21","03:00","-1","-1","26.2","17.7"
"Vantaa Helsinki-Vantaa airport","2021","6","22","03:00","-1","-1","26","18.9"
"Vantaa Helsinki-Vantaa airport","2021","6","23","03:00","7.3","-1","22.3","18.1"
"Vantaa Helsinki-Vantaa airport","2021","6","24","03:00","-1","-1","20.3","17.4"
"Vantaa Helsinki-Vantaa airport","2021","6","25","03:00","-1","-1","21","15"
"Vantaa Helsinki-Vantaa airport","2021","6","26","03:00","-1","-1","22.1","15.8"
"Vantaa Helsinki-Vantaa airport","2021","6","27","03:00","0","-1","20.2","17.7"
"Vantaa Helsinki-Vantaa airport","2021","6","28","03:00","-1","-1","19.8","13.3"
"Vantaa Helsinki-Vantaa airport","2021","6","29","03:00","-1","-1","20.4","13.5"
"Vantaa Helsinki-Vantaa airport","2021","6","30","03:00","0.1","-1","20.1","11.9"
"Vantaa Helsinki-Vantaa airport","2021","7","1","03:00","-1","-1","21.2","16.8"
"Vantaa Helsinki-Vantaa airport","2021","7","2","03:00","-1","-1","20.2","15.1"
"Vantaa Helsinki-Vantaa airport","2021","7","3","03:00","-1","-1","20.6","10.8"
"Vantaa Helsinki-Vantaa airport","2021","7","4","03:00","-1","-1","21.3","11.6"
"Vantaa Helsinki-Vantaa airport","2021","7","5","03:00","-1","-1","23.2","13.9"
"Vantaa Helsinki-Vantaa airport","2021","7","6","03:00","0.2","-1","23","17.6"
"Vantaa Helsinki-Vantaa airport","2021","7","7","03:00","-1","-1","23.3","17.3"
"Vantaa Helsinki-Vantaa airport","2021","7","8","03:00","0.4","-1","22","18.7"
"Vantaa Helsinki-Vantaa airport","2021","7","9","03:00","-1","-1","21.2","14"
"Vantaa Helsinki-Vantaa airport","2021","7","10","03:00","-1","-1","26.2","16.1"
"Vantaa Helsinki-Vantaa airport","2021","7","11","03:00","-1","-1","23.3","19.1"
"Vantaa Helsinki-Vantaa airport","2021","7","12","03:00","-1","-1","21.7","12"
"Vantaa Helsinki-Vantaa airport","2021","7","13","03:00","-1","-1","23.6","13.3"
"Vantaa Helsinki-Vantaa airport","2021","7","14","03:00","-1","-1","25.1","16.3"
"Vantaa Helsinki-Vantaa airport","2021","7","15","03:00","0","-1","26.2","16.1"
"Vantaa Helsinki-Vantaa airport","2021","7","16","03:00","-1","-1","23.5","18"
"Vantaa Helsinki-Vantaa airport","2021","7","17","03:00","-1","-1","21","12.2"
"Vantaa Helsinki-Vantaa airport","2021","7","18","03:00","0","-1","20.9","11.9"
"Vantaa Helsinki-Vantaa airport","2021","7","19","03:00","-1","-1","16.8","12.1"
"Vantaa Helsinki-Vantaa airport","2021","7","20","03:00","2.2","-1","16.2","11.5"
"Vantaa Helsinki-Vantaa airport","2021","7","21","03:00","-1","-1","15.3","9"
"Vantaa Helsinki-Vantaa airport","2021","7","22","03:00","-1","-1","17.4","10.3"
"Vantaa Helsinki-Vantaa airport","2021","7","23","03:00","-1","-1","16.7","10.8"
"Vantaa Helsinki-Vantaa airport","2021","7","24","03:00","-1","-1","17","8.6"
"Vantaa Helsinki-Vantaa airport","2021","7","25","03:00","-1","-1","20.1","10.5"
"Vantaa Helsinki-Vantaa airport","2021","7","26","03:00","-1","-1","22.1","12.7"
"Vantaa Helsinki-Vantaa airport","2021","7","27","03:00","7.8","-1","23.7","12.6"
"Vantaa Helsinki-Vantaa airport","2021","7","28","03:00","9.5","-1","20.1","18.3"
"Vantaa Helsinki-Vantaa airport","2021","7","29","03:00","0","-1","21.1","18.2"
"Vantaa Helsinki-Vantaa airport","2021","7","30","03:00","12.6","-1","16.8","14.1"
"Vantaa Helsinki-Vantaa airport","2021","7","31","03:00","5.2","-1","17.7","13"
"Vantaa Helsinki-Vantaa airport","2021","8","1","03:00","3.8","-1","17.9","14.8"
"Vantaa Helsinki-Vantaa airport","2021","8","2","03:00","0.1","-1","18.1","14.6"
"Vantaa Helsinki-Vantaa airport","2021","8","3","03:00","0.1","-1","14.6","13.4"
"Vantaa Helsinki-Vantaa airport","2021","8","4","03:00","0","-1","14.1","6.6"
"Vantaa Helsinki-Vantaa airport","2021","8","5","03:00","-1","-1","14.3","5.2"
"Vantaa Helsinki-Vantaa airport","2021","8","6","03:00","-1","-1","17.1","7.3"
"Vantaa Helsinki-Vantaa airport","2021","8","7","03:00","9.5","-1","15.7","13.7"
"Vantaa Helsinki-Vantaa airport","2021","8","8","03:00","5","-1","18.2","15.5"
"Vantaa Helsinki-Vantaa airport","2021","8","9","03:00","1.2","-1","17.5","15.2"
"Vantaa Helsinki-Vantaa airport","2021","8","10","03:00","-1","-1","18","15.5"
"Vantaa Helsinki-Vantaa airport","2021","8","11","03:00","0.1","-1","16.9","9.6"
"Vantaa Helsinki-Vantaa airport","2021","8","12","03:00","0.4","-1","16.9","14.5"
"Vantaa Helsinki-Vantaa airport","2021","8","13","03:00","3.2","-1","18.3","12.3"
"Vantaa Helsinki-Vantaa airport","2021","8","14","03:00","19.6","-1","17.9","15.5"
"Vantaa Helsinki-Vantaa airport","2021","8","15","03:00","9.1","-1","14.6","13.1"
"Vantaa Helsinki-Vantaa airport","2021","8","16","03:00","8.8","-1","16.2","11.2"
"Vantaa Helsinki-Vantaa airport","2021","8","17","03:00","14.5","-1","17.3","15.1"
"Vantaa Helsinki-Vantaa airport","2021","8","18","03:00","34.8","-1","14.8","13.1"
"Vantaa Helsinki-Vantaa airport","2021","8","19","03:00","2.2","-1","14.7","12.5"
"Vantaa Helsinki-Vantaa airport","2021","8","20","03:00","0.3","-1","15.5","12.9"
"Vantaa Helsinki-Vantaa airport","2021","8","21","03:00","0.5","-1","13.6","8"
"Vantaa Helsinki-Vantaa airport","2021","8","22","03:00","0","-1","13.7","10.8"
"Vantaa Helsinki-Vantaa airport","2021","8","23","03:00","0","-1","11.5","10.3"
"Vantaa Helsinki-Vantaa airport","2021","8","24","03:00","7.7","-1","11.2","8.2"
"Vantaa Helsinki-Vantaa airport","2021","8","25","03:00","39.9","-1","11.9","10.6"
"Vantaa Helsinki-Vantaa airport","2021","8","26","03:00","4.7","-1","13.3","11.8"
"Vantaa Helsinki-Vantaa airport","2021","8","27","03:00","0.1","-1","13","12.1"
"Vantaa Helsinki-Vantaa airport","2021","8","28","03:00","-1","-1","16","12.6"
"Vantaa Helsinki-Vantaa airport","2021","8","29","03:00","-1","-1","15.5","11.6"
"Vantaa Helsinki-Vantaa airport","2021","8","30","03:00","-1","-1","14.1","9.8"
"Vantaa Helsinki-Vantaa airport","2021","8","31","03:00","-1","-1","14","6.8"
"Vantaa Helsinki-Vantaa airport","2021","9","1","03:00","0.5","-1","11","8.6"
"Vantaa Helsinki-Vantaa airport","2021","9","2","03:00","3.1","-1","10.4","5.1"
"Vantaa Helsinki-Vantaa airport","2021","9","3","03:00","2.9","-1","9.3","6.8"
"Vantaa Helsinki-Vantaa airport","2021","9","4","03:00","-1","-1","7.6","3.8"
"Vantaa Helsinki-Vantaa airport","2021","9","5","03:00","0","-1","8.3","0.5"
"Vantaa Helsinki-Vantaa airport","2021","9","6","03:00","-1","-1","11","6.5"
"Vantaa Helsinki-Vantaa airport","2021","9","7","03:00","0.3","-1","11.4","2.6"
"Vantaa Helsinki-Vantaa airport","2021","9","8","03:00","0","-1","14.8","11.2"
"Vantaa Helsinki-Vantaa airport","2021","9","9","03:00","0","-1","15.3","8.7"
"Vantaa Helsinki-Vantaa airport","2021","9","10","03:00","0","-1","12.3","8.2"
"Vantaa Helsinki-Vantaa airport","2021","9","11","03:00","1.3","-1","14.1","8.6"
"Vantaa Helsinki-Vantaa airport","2021","9","12","03:00","14.6","-1","14.3","12.6"
"Vantaa Helsinki-Vantaa airport","2021","9","13","03:00","0.1","-1","12.5","8.9"
"Vantaa Helsinki-Vantaa airport","2021","9","14","03:00","-1","-1","8.8","6.8"
"Vantaa Helsinki-Vantaa airport","2021","9","15","03:00","-1","-1","6.9","3.7"
"Vantaa Helsinki-Vantaa airport","2021","9","16","03:00","-1","-1","7.3","5.7"
"Vantaa Helsinki-Vantaa airport","2021","9","17","03:00","0","-1","8.1","5.6"
"Vantaa Helsinki-Vantaa airport","2021","9","18","03:00","0.1","-1","8","5.2"
"Vantaa Helsinki-Vantaa airport","2021","9","19","03:00","-1","-1","7.7","6.7"
"Vantaa Helsinki-Vantaa airport","2021","9","20","03:00","-1","-1","6.9","5.8"
"Vantaa Helsinki-Vantaa airport","2021","9","21","03:00","0","-1","5.5","3"
"Vantaa Helsinki-Vantaa airport","2021","9","22","03:00","-1","-1","5.2","0.8"
"Vantaa Helsinki-Vantaa airport","2021","9","23","03:00","21.3","-1","7.6","0.3"
"Vantaa Helsinki-Vantaa airport","2021","9","24","03:00","5.7","-1","7.8","7.2"
"Vantaa Helsinki-Vantaa airport","2021","9","25","03:00","-1","-1","9.6","6.7"
"Vantaa Helsinki-Vantaa airport","2021","9","26","03:00","-1","-1","9.1","5.2"
"Vantaa Helsinki-Vantaa airport","2021","9","27","03:00","-1","-1","7.2","1"
"Vantaa Helsinki-Vantaa airport","2021","9","28","03:00","0.1","-1","7.8","2.1"
"Vantaa Helsinki-Vantaa airport","2021","9","29","03:00","-1","-1","9.1","7"
"Vantaa Helsinki-Vantaa airport","2021","9","30","03:00","0.3","-1","9.1","8.6"
"Vantaa Helsinki-Vantaa airport","2021","10","1","03:00","0.2","-1","9.3","6.5"
"Vantaa Helsinki-Vantaa airport","2021","10","2","03:00","-1","-1","10.3","8.5"
"Vantaa Helsinki-Vantaa airport","2021","10","3","03:00","-1","-1","10.6","6"
"Vantaa Helsinki-Vantaa airport","2021","10","4","03:00","-1","-1","11.5","8.2"
"Vantaa Helsinki-Vantaa airport","2021","10","5","03:00","4.6","-1","10.5","9.2"
"Vantaa Helsinki-Vantaa airport","2021","10","6","03:00","0.1","-1","11.8","9.6"
"Vantaa Helsinki-Vantaa airport","2021","10","7","03:00","0.3","-1","10.8","9.8"
"Vantaa Helsinki-Vantaa airport","2021","10","8","03:00","0","-1","11.2","10.2"
"Vantaa Helsinki-Vantaa airport","2021","10","9","03:00","0.5","-1","11.5","10.8"
"Vantaa Helsinki-Vantaa airport","2021","10","10","03:00","0.2","-1","11.2","10.5"
"Vantaa Helsinki-Vantaa airport","2021","10","11","03:00","15.8","-1","10","8.3"
"Vantaa Helsinki-Vantaa airport","2021","10","12","03:00","6.6","-1","7.8","6"
"Vantaa Helsinki-Vantaa airport","2021","10","13","03:00","-1","-1","5.4","1.9"
"Vantaa Helsinki-Vantaa airport","2021","10","14","03:00","1.4","-1","5.3","-1.8"
"Vantaa Helsinki-Vantaa airport","2021","10","15","03:00","8.1","-1","8.1","7.1"
"Vantaa Helsinki-Vantaa airport","2021","10","16","03:00","0.1","-1","5.4","2.6"
"Vantaa Helsinki-Vantaa airport","2021","10","17","03:00","-1","-1","4.6","2.5"
"Vantaa Helsinki-Vantaa airport","2021","10","18","03:00","0","-1","4.1","1.7"
"Vantaa Helsinki-Vantaa airport","2021","10","19","03:00","1.5","-1","1.6","-2.2"
"Vantaa Helsinki-Vantaa airport","2021","10","20","03:00","11.4","-1","8.1","2.3"
"Vantaa Helsinki-Vantaa airport","2021","10","21","03:00","15.7","-1","10.6","9.1"
"Vantaa Helsinki-Vantaa airport","2021","10","22","03:00","8.1","-1","5.3","4.3"
"Vantaa Helsinki-Vantaa airport","2021","10","23","03:00","0.3","-1","1.4","0.3"
"Vantaa Helsinki-Vantaa airport","2021","10","24","03:00","1.8","-1","1.6","-3.9"
"Vantaa Helsinki-Vantaa airport","2021","10","25","03:00","-1","-1","8.8","4.9"
"Vantaa Helsinki-Vantaa airport","2021","10","26","03:00","2.3","-1","8.2","5.3"
"Vantaa Helsinki-Vantaa airport","2021","10","27","03:00","5.5","-1","7.6","5.7"
"Vantaa Helsinki-Vantaa airport","2021","10","28","03:00","2.5","-1","8","4.8"
"Vantaa Helsinki-Vantaa airport","2021","10","29","03:00","-1","-1","10.1","8.6"
"Vantaa Helsinki-Vantaa airport","2021","10","30","03:00","-1","-1","8.5","4.2"
"Vantaa Helsinki-Vantaa airport","2021","10","31","03:00","-1","-1","8.7","7"
"Vantaa Helsinki-Vantaa airport","2021","11","1","02:00","-1","-1","8.3","6"
"Vantaa Helsinki-Vantaa airport","2021","11","2","02:00","-1","-1","6.5","4.2"
"Vantaa Helsinki-Vantaa airport","2021","11","3","02:00","6.5","-1","6.9","6"
"Vantaa Helsinki-Vantaa airport","2021","11","4","02:00","4.3","-1","7.5","4.6"
"Vantaa Helsinki-Vantaa airport","2021","11","5","02:00","12.9","-1","6.1","4.8"
"Vantaa Helsinki-Vantaa airport","2021","11","6","02:00","0","-1","3.8","1.8"
"Vantaa Helsinki-Vantaa airport","2021","11","7","02:00","1.4","-1","1.2","-2.2"
"Vantaa Helsinki-Vantaa airport","2021","11","8","02:00","0","-","0.2","-2"
"Vantaa Helsinki-Vantaa airport","2021","11","9","02:00","6.9","-1","-0.9","-8.3"
"Vantaa Helsinki-Vantaa airport","2021","11","10","02:00","1.2","-1","7.9","3.8"
"Vantaa Helsinki-Vantaa airport","2021","11","11","02:00","0.3","-1","5.2","1.1"
"Vantaa Helsinki-Vantaa airport","2021","11","12","02:00","-1","-1","5.2","3.8"
"Vantaa Helsinki-Vantaa airport","2021","11","13","02:00","-1","-1","0.1","-3.9"
"Vantaa Helsinki-Vantaa airport","2021","11","14","02:00","0","-1","-0.7","-2.3"
"Vantaa Helsinki-Vantaa airport","2021","11","15","02:00","0","-1","0.2","-4.2"
"Vantaa Helsinki-Vantaa airport","2021","11","16","02:00","0.7","-1","5.1","3.4"
"Vantaa Helsinki-Vantaa airport","2021","11","17","02:00","3.8","-1","5.3","3.8"
"Vantaa Helsinki-Vantaa airport","2021","11","18","02:00","4","-1","3.9","1.3"
"Vantaa Helsinki-Vantaa airport","2021","11","19","02:00","2.4","-1","1.9","-0.6"
"Vantaa Helsinki-Vantaa airport","2021","11","20","02:00","0","-1","3.2","1"
"Vantaa Helsinki-Vantaa airport","2021","11","21","02:00","0","-1","-0.4","-2"
"Vantaa Helsinki-Vantaa airport","2021","11","22","02:00","2.5","-1","-4.1","-7.1"
"Vantaa Helsinki-Vantaa airport","2021","11","23","02:00","0.4","1","-0.6","-6.7"
"Vantaa Helsinki-Vantaa airport","2021","11","24","02:00","1.6","1","1.8","-2.8"
"Vantaa Helsinki-Vantaa airport","2021","11","25","02:00","2.7","-1","3.5","-0.9"
"Vantaa Helsinki-Vantaa airport","2021","11","26","02:00","0","-1","-2.8","-5.8"
"Vantaa Helsinki-Vantaa airport","2021","11","27","02:00","0","-1","-7.9","-9.6"
"Vantaa Helsinki-Vantaa airport","2021","11","28","02:00","0.1","-1","-7.2","-8"
"Vantaa Helsinki-Vantaa airport","2021","11","29","02:00","0.9","-1","-5.9","-7.5"
"Vantaa Helsinki-Vantaa airport","2021","11","30","02:00","0.1","1","-9.3","-10.2"
"Vantaa Helsinki-Vantaa airport","2021","12","1","02:00","0.1","1","-8.4","-12.6"
"Vantaa Helsinki-Vantaa airport","2021","12","2","02:00","0","1","-9.8","-15.4"
"Vantaa Helsinki-Vantaa airport","2021","12","3","02:00","0.6","1","-10.1","-12.4"
"Vantaa Helsinki-Vantaa airport","2021","12","4","02:00","0.1","2","-9.1","-13.3"
"Vantaa Helsinki-Vantaa airport","2021","12","5","02:00","0.1","2","-16","-18.4"
"Vantaa Helsinki-Vantaa airport","2021","12","6","02:00","0.1","2","-14.3","-18.5"
"Vantaa Helsinki-Vantaa airport","2021","12","7","02:00","0","2","-16.8","-19.1"
"Vantaa Helsinki-Vantaa airport","2021","12","8","02:00","0.1","2","-17.6","-20.9"
"Vantaa Helsinki-Vantaa airport","2021","12","9","02:00","0","2","-8.5","-16.7"
"Vantaa Helsinki-Vantaa airport","2021","12","10","02:00","2.6","1","-2.5","-5.4"
"Vantaa Helsinki-Vantaa airport","2021","12","11","02:00","3.5","1","-0.2","-1.6"
"Vantaa Helsinki-Vantaa airport","2021","12","12","02:00","0.2","3","0.4","0.1"
"Vantaa Helsinki-Vantaa airport","2021","12","13","02:00","0.8","3","0.8","-0.8"
"Vantaa Helsinki-Vantaa airport","2021","12","14","02:00","6.7","2","2.2","1.3"
"Vantaa Helsinki-Vantaa airport","2021","12","15","02:00","0.7","1","2.7","-0.2"
"Vantaa Helsinki-Vantaa airport","2021","12","16","02:00","0","-1","2.7","1.6"
"Vantaa Helsinki-Vantaa airport","2021","12","17","02:00","1.5","-1","0.6","-0.5"
"Vantaa Helsinki-Vantaa airport","2021","12","18","02:00","0.4","-1","2.2","-1.5"
"Vantaa Helsinki-Vantaa airport","2021","12","19","02:00","0.1","-1","-0.1","-2.1"
"Vantaa Helsinki-Vantaa airport","2021","12","20","02:00","0.1","0","-8.9","-11.1"
"Vantaa Helsinki-Vantaa airport","2021","12","21","02:00","-1","0","-12.5","-13.9"
"Vantaa Helsinki-Vantaa airport","2021","12","22","02:00","0.7","0","-12.5","-14.3"
"Vantaa Helsinki-Vantaa airport","2021","12","23","02:00","4.7","4","-2.4","-13.5"
"Vantaa Helsinki-Vantaa airport","2021","12","24","02:00","0.1","8","-12","-16.2"
"Vantaa Helsinki-Vantaa airport","2021","12","25","02:00","0.6","8","-13","-19.2"
"Vantaa Helsinki-Vantaa airport","2021","12","26","02:00","0.1","6","-14.8","-17.9"
"Vantaa Helsinki-Vantaa airport","2021","12","27","02:00","0.1","7","-15.5","-18.7"
"Vantaa Helsinki-Vantaa airport","2021","12","28","02:00","0","7","-7.8","-20.7"
"Vantaa Helsinki-Vantaa airport","2021","12","29","02:00","3.1","6","-4.1","-5.5"
"Vantaa Helsinki-Vantaa airport","2021","12","30","02:00","3.2","10","-2.9","-3.9"
"Vantaa Helsinki-Vantaa airport","2021","12","31","02:00","0.1","11","-0.5","-2.4"
"Vantaa Helsinki-Vantaa airport","2022","1","1","02:00","0","10","-6","-10"
"Vantaa Helsinki-Vantaa airport","2022","1","2","02:00","3.1","10","-6.5","-13.6"
"Vantaa Helsinki-Vantaa airport","2022","1","3","02:00","2.3","12","-2.8","-3.6"
"Vantaa Helsinki-Vantaa airport","2022","1","4","02:00","3.3","15","-0.7","-2.4"
"Vantaa Helsinki-Vantaa airport","2022","1","5","02:00","3.6","14","-0.9","-2.9"
"Vantaa Helsinki-Vantaa airport","2022","1","6","02:00","0.1","17","-6.6","-10.3"
"Vantaa Helsinki-Vantaa airport","2022","1","7","02:00","0.2","18","-8.5","-10.5"
"Vantaa Helsinki-Vantaa airport","2022","1","8","02:00","1.9","18","-10.3","-17.6"
"Vantaa Helsinki-Vantaa airport","2022","1","9","02:00","0.1","18","-5.5","-6.7"
"Vantaa Helsinki-Vantaa airport","2022","1","10","02:00","-1","18","-12.5","-16.1"
"Vantaa Helsinki-Vantaa airport","2022","1","11","02:00","0.1","18","-13.4","-23.1"
"Vantaa Helsinki-Vantaa airport","2022","1","12","02:00","0.5","18","-0.7","-6.5"
"Vantaa Helsinki-Vantaa airport","2022","1","13","02:00","0.1","14","3.9","0.9"
"Vantaa Helsinki-Vantaa airport","2022","1","14","02:00","0","9","1.9","0.4"
"Vantaa Helsinki-Vantaa airport","2022","1","15","02:00","-1","8","-0.8","-3.4"
"Vantaa Helsinki-Vantaa airport","2022","1","16","02:00","4.9","8","-0.5","-4.9"
"Vantaa Helsinki-Vantaa airport","2022","1","17","02:00","5.6","11","-2.2","-3.9"
"Vantaa Helsinki-Vantaa airport","2022","1","18","02:00","0","18","-4.5","-8.2"
"Vantaa Helsinki-Vantaa airport","2022","1","19","02:00","5.2","18","0.4","-4.6"
"Vantaa Helsinki-Vantaa airport","2022","1","20","02:00","6.3","11","-0.1","-1.7"
"Vantaa Helsinki-Vantaa airport","2022","1","21","02:00","0.4","14","-2.5","-3.1"
"Vantaa Helsinki-Vantaa airport","2022","1","22","02:00","0","14","-6.6","-9.8"
"Vantaa Helsinki-Vantaa airport","2022","1","23","02:00","4","14","-2.5","-10.4"
"Vantaa Helsinki-Vantaa airport","2022","1","24","02:00","0.5","15","1.6","0.7"
"Vantaa Helsinki-Vantaa airport","2022","1","25","02:00","0.1","12","-1.8","-5"
